FID,name_landmark,ชื่อสถานที่สำคัญ,ที่อยู่
979,"MUEANG MAI CHRYSLER CO.,LTD.",บริษัทเมืองใหม่ไครสเลอร์จำกัด,ทางหลวงแผ่นดินหมายเลข 402
980,"MUEANG MAI MOTOR PHUKET CO.,LTD.",บริษัทเมืองใหม่มอเตอร์ภูเก็ตจำกัด,ทางหลวงแผ่นดินหมายเลข 402
981,"PHUKET LIQUOR DISTILLERY FACTOR,EXCISE DEPARTMENT",โรงงานสุรากรมสรรพสามิตภูเก็ต,ซอยมโนรม 8
982,"SAHA THAI TIMBER PHUKET CO.,LTD.",บริษัทสหไม้ไทยภูเก็ตจำกัด,ทางหลวงแผ่นดินหมายเลข 402
983,GEEN SHADOW RESTAURANT&BAR,-,ถนนราษฎร์อุทิศ 200 ปี
984,MUEANG MAI BUILDING,อาคารเมืองใหม่,ถนนรพช. ภก. 3138 (สถาบันราชภัฎ-บ้านสามกอง)
985,KABKLOAY RESTAURANT,กาบกล้วย,ทางหลวงแผ่นดินหมายเลข 4029
986,ANDAMAN DIVERS,-,ซอยพระบารมี 2
987,NONG PHO MILK CENTER,ศูนย์นมหนองโพ,ซอยประยูร 2
988,BANGTONG REUAN-PAIR,บางทองเรือนแพ,ซอยบางทอง
989,MAN AUTOSOUND,แมนออโต้ซาวด์,ทางหลวงแผ่นดินหมายเลข 402
990,WATCHARA FARM,วัชระฟาร์ม,ถนนรพช. ภก. 3041 (บ้านแหลมหงาอนุสรณ์)
991,BEER PHUKET,เบียร์ภูเก็ต,ถนนเยาวราช
992,"SIAM CAR DEALER CO.,LTD.",บริษัทสยามเมืองรถ (1991) จำกัด,ทางหลวงแผ่นดินหมายเลข 402
993,KHRUA BONGKOT RESTAURANT,ครัวบงกช,ทางหลวงแผ่นดินหมายเลข 4020
994,"HOK HUAT CO.,LTD.",บริษัทฮกฮวดจำกัด,ทางหลวงแผ่นดินหมายเลข 402
995,CHENCHIRA,เจนจิรา,ทางหลวงแผ่นดินหมายเลข 402
996,BO PLA TAK DAET RESTAURANT,สวนอาหารบ่อปลาตากแดด,ซอยกะทู้ 1
997,ISAN DOK CHAN RESTAURANT,ร้านอาหารอีสานดอกจาน,ถนนเยาวราช
998,HAT THIP PCL.,บริษัทหาดทิพย์จำกัด (มหาชน),ซอยธิดา
999,MITSUBISHI,โชว์รูมมิตซูบิชิ,ทางหลวงแผ่นดินหมายเลข 402
1000,KRIANG ELECTRIC,เกรียงการไฟฟ้า,ทางหลวงแผ่นดินหมายเลข 402
1001,CHALOEM RATCHA KUMARI PUBLIC LIBRARY,ห้องสมุดประชาชนเฉลิมราชกุมารี,ถนนหาดป่าตอง
1002,KHRUA THUNG THONG RESTAURANT,ครัวทุ่งทอง,ทางหลวงแผ่นดินหมายเลข 4020
1003,SWEET&SOUR RESTAURANT,ร้านอาหารป่าตองเปรี้ยวหวาน,ถนนราษฎร์อุทิศ 200 ปี
1004,EXPAT,-,ทางหลวงแผ่นดินหมายเลข 4020
1005,"HOUSE OF SANITARY WARE AND TILES  CO.,LTD.",บริษัทบ้านสุขภัณฑ์และกระเบื้องจำกัด,ทางหลวงแผ่นดินหมายเลข 402
1006,SUM KO,ซุ้มกอ,ทางหลวงแผ่นดินหมายเลข 4020
1007,"PHANG NGA ADVANTURE DISCOVERY TOUR CO.,LTD.",บริษัทพังงาแอดแวนเจอร์ดิสคัฟเวอรี่ทัวร์จำกัด,ซอยบางวาด
1008,FOCUS BEER GARDEN RESTAURANT,สวนอาหารโฟกัสเบียร์การ์เด้น,ถนนเยาวราช
1009,JOY'S CAFE,จอยคาเฟ่,ถนนราษฎร์อุทิศ 200 ปี
1010,BUN SAWANG MOLD FACTORY,โรงปั้นบุญสว่าง,ทางหลวงแผ่นดินหมายเลข 4020
1011,STEAK SAM KONG RESTAURANT,ร้านอาหารสเต็กสามกอง,ถนนเยาวราช
1012,"M&S ACCOUNTING  CO.,LTD.",บริษัทเอ็มแอนด์เอสการบัญชีจำกัด,ทางหลวงแผ่นดินหมายเลข 402
1013,KHUN JOHN RESTAURANT,สวนอาหารคุณจอห์น,ทางหลวงแผ่นดินหมายเลข 4020
1014,KOREAN B.B.Q RESTAURANT,ร้านอาหารเนื้อย่างเกาหลี,ถนนเยาวราช
1015,RANGER KARAOKE,แรงเยอร์คาราโอเกะ,ทางหลวงแผ่นดินหมายเลข 4020
1016,"PHUKET ALLOY CO.,LTD.",บริษัทภูเก็ตอัลลอยจำกัด,ทางหลวงแผ่นดินหมายเลข 402
1017,PHUKET GOLF SERVICE,ภูเก็ตกอล์ฟเซอร์วิส,ทางหลวงแผ่นดินหมายเลข 4020
1018,POPEYE BEER GARDEN,ป๊อปอาย,ทางหลวงแผ่นดินหมายเลข 4020
1019,THUNG THONG RESTAURANT,สวนอาหารทุ่งทอง,ทางหลวงแผ่นดินหมายเลข 4020
1020,PHUKET KOSIT TOUR,ภูเก็ตโฆษิตทัวร์,ถนนเยาวราช
1021,LAP PET KORAT,ลาบเป็ดโคราช,ทางหลวงแผ่นดินหมายเลข 4020
1022,MICHELIN,มิชลีน,ทางหลวงแผ่นดินหมายเลข 402
1023,PHATPHONG KARAOKE,-,ถนนสวัสดิรักษ์
1024,CAFE DE PARIS,คาเฟ่เดอปารีส,ถนนสวัสดิรักษ์
1025,LE RIM CHANG RESTAURANT,ร้านอาหารเลริมชัง,ซอยกิ่งแก้วอุทิศ
1026,RIMLAY RESTAURANT,ร้านอาหารริมเล,ถนนทวีวงค์
1027,LA MOUSSON RESTAURANT FRANCAIS,ลามูซองร้านอาหารฝรั่งเศส,ถนนสวัสดิรักษ์
1028,SAWATDIRUCK SQUARE,สวัสดิรักษ์สแควร์,ถนนสวัสดิรักษ์
1029,"THAI DEVELOPMENT INSURANCE CO.,LTD.",บริษัทส่งเสริมประกันภัยจำกัด,ทางหลวงแผ่นดินหมายเลข 402
1030,HONDA,โชว์รูมฮอนด้า,ทางหลวงแผ่นดินหมายเลข 402
1031,SIDE WALK,-,ถนนทวีวงค์
1032,MOOK KOH KAEW,มุกเกาะแก้ว,ทางหลวงแผ่นดินหมายเลข 4020
1033,"KRUNG THEP ALUMINIUM 1997 CO.,LTD.",บริษัทกรุงเทพฯอลูมิเนียม 1997 จำกัด,ทางหลวงแผ่นดินหมายเลข 402
1034,KHRUA THIP KHIRI RESTAURANT,ร้านอาหารครัวทิพย์คีรี,ทางหลวงแผ่นดินหมายเลข 402
1035,PHUKET SPORT,ภูเก็ตสปอร์ต,ทางหลวงแผ่นดินหมายเลข 402
1036,SERM SUK PCL.,บริษัทเสริมสุขจำกัด (มหาชน),ถนนโกมารภัจจ์
1037,THETSABAN MUEANG PHUKET PAWNSHOP,สถานธนานุบาลเทศบาลเมืองภูเก็ต,ถนนโกมารภัจจ์
1038,"PHAKHIN PHUKET P.H.C. CO.,LTD.",บริษัทภาคินภูเก็ตพี.เอช.ซี. จำกัด,ทางหลวงแผ่นดินหมายเลข 4020
1039,SALABUA RESTAURANT,ศาลาบัว,ถนนทวีวงค์
1040,"A.R. MOTORBITE CO.,LTD.",บริษัทเอ.อาร์. มอเตอร์ไบท์จำกัด,ถนนโกมารภัจจ์
1041,"A.P.B. TRAVEL  CO.,LTD.",บริษัทเอ.พี.บี. แทรเวลจำกัด,ถนนเทพกระษัตรี
1042,ANDAMAN PLAZA,อันดามันพลาซ่า,ถนนทวีวงค์
1043,WAREHOUSE 2 FURNITURE,คลัง 2 เฟอร์นิเจอร์,ทางหลวงแผ่นดินหมายเลข 4020
1044,PA HIN-NAM SAI RESTAURANT,สวนอาหารป่าหิน-น้ำใส,ถนนผู้ใหญ่บ้าน
1045,DAORUENG SEAFOOD,ดาวเรืองซีฟู้ด,ถนนทวีวงค์
1046,VILLA PLAZA,ป่าตองวิลล่าพลาซ่า,ถนนทวีวงค์
1047,Q. CON,คิวคอน,ทางหลวงแผ่นดินหมายเลข 4020
1048,BAAN KAMNAN SEAFOOD RESTAURANT,บ้านกำนัน,ถนนทวีวงค์
1049,ATM THAI FARMERS BANK,เอทีเอ็มธนาคารกสิกรไทย,ถนนทวีวงค์
1050,"DAVID BEST TOUR CO.,LTD.",บริษัทเดวิดเบสท์ทัวร์จำกัด,ซอยวิชิตธานี
1051,RESTAURANT SWISS TAVARNE,-,ซอยราษฏร์อุทิศ 200 ปี 1
1052,PATONG GOLD&GEMS,ห้างทองป่าตอง,ถนนราษฎร์อุทิศ 200 ปี
1053,PHUKET STONE,ภูเก็ตเจริญหินขัด,ซอยวิชิตธานี
1054,FOOD CENTER,ฟูดเซ็นเตอร์,ถนนราษฎร์อุทิศ 200 ปี
1055,LIPSTICK AGOGO,ลิปสติกอโกโก้,ถนนบางลา
1056,"SAENG CHAI PHANIT CONSTRUCTION MATERIAL CO.,LTD.",บริษัทแสงชัยพาณิชย์ค้าวัสดุก่อสร้างจำกัด,ถนนเทพกระษัตรี
1057,RESTAURANT SAVOEY,ภัตตาคารเลเย,ซอยราษฏร์อุทิศ 200 ปี 1
1058,GOLD PLAZA,โกลด์พลาซ่า,ซอยราษฏร์อุทิศ 200 ปี 1
1059,WORLD SPORTS CENTER,เค.อาร์.,ถนนทวีวงค์
1060,SEA FOOD,อาหาร 4 ทะเล,ถนนบางลา
1061,SAENG CHAI PHANIT,แสงชัยพาณิชย์,ถนนนคร
1062,"THAI OCEAN INSURANCE CO.,LTD.",บริษัทไทยสมุทรประกันชีวิตจำกัด,ถนนเทพกระษัตรี
1063,TAKE ONE PUB,เทก-วัน-ผับ,-
1064,BANGLA SEAFOOD RESTAURANT,ภัตตาคารบางลาซีฟู้ด,ซอยราษฏร์อุทิศ 200 ปี 1
1065,BANGLA NIGHT PLAZA,-,ซอยราษฏร์อุทิศ 200 ปี 1
1066,RUEAN THALE RESTAURANT,ร้านอาหารเรือนทะเล,ซอยหมู่บ้านสิเหร่ปาร์ควิลล์
